OBJECTID,lat,long,dtg,user_name,user_id,text
4493,39.313237,-76.6649933,Wed Apr 29 04:18:50 +0000 2015,BigGucciMason_,403845489,@Dragontayles yea I'm good thanks
4494,39.358133,-76.570549,Wed Apr 29 04:19:03 +0000 2015,JaahTenneh,2406388665,We can't just give up over something so dumb
4495,39.358104,-76.5704956,Wed Apr 29 04:19:11 +0000 2015,JaahTenneh,2406388665,It's just not our night
4496,39.358071,-76.570488,Wed Apr 29 04:19:22 +0000 2015,JaahTenneh,2406388665,I really wanna move ....
4497,39.244706,-76.628891,Wed Apr 29 04:20:20 +0000 2015,chelM__,2952006359,@_itsK_ @BIG_Time_Tay I'm Rey send yall something
4498,39.358068,-76.5704956,Wed Apr 29 04:20:22 +0000 2015,JaahTenneh,2406388665,"Nvm let me stop texting her , she want her space then I'll give it to her"
4499,39.358045,-76.5704422,Wed Apr 29 04:20:41 +0000 2015,JaahTenneh,2406388665,I hate when I try to hard
4500,39.306173,-76.6388168,Wed Apr 29 04:22:12 +0000 2015,CELIAMENDOZA25,149504801,#policelines #Baltimore #Maryland #photojournalism #riots #coverage @ Pennsylvania Avenue Main Street https://t.co/N1eVWZVylE
4501,39.345431,-76.6238708,Wed Apr 29 04:22:45 +0000 2015,CianaCreighton,392417660,@Tess_Harkin @leahbarteldes check out @carllentzNYC and @ShaunKing and (Loyola) Stories in Solidarity on Facebook
4502,39.2903,-76.6125031,Wed Apr 29 04:22:47 +0000 2015,uptownbill,32922451,Boston Tea Party#Regrann from @scorpio_redd  -  Lmaoooo  but they make black people sound like https://t.co/tVTtM5MLxc
4503,39.244503,-76.6289291,Wed Apr 29 04:22:56 +0000 2015,chelM__,2952006359,this bitch favoriting shit when she know i hate ger
4504,39.358048,-76.5703888,Wed Apr 29 04:23:54 +0000 2015,JaahTenneh,2406388665,Imma give her her space
4505,39.303707,-76.6171112,Wed Apr 29 04:24:17 +0000 2015,jaspersss_,104314644,Right . Then they will see how we feel  https://t.co/xSAAyK6u0u
4506,39.358033,-76.5704422,Wed Apr 29 04:26:04 +0000 2015,JaahTenneh,2406388665,Maybe im just annoying her 
4507,39.358024,-76.5704422,Wed Apr 29 04:26:15 +0000 2015,JaahTenneh,2406388665,I'll give her her space 
4508,39.341951,-76.5999756,Wed Apr 29 04:26:20 +0000 2015,Anonseqxist,2699733301,"Twitter: I'm an ingenious, tall, big dicked nigga, like a motivational YouTube clip away from greatness. I'll risk being a 'weirdo' #onhere"
4509,39.358024,-76.5704422,Wed Apr 29 04:26:34 +0000 2015,JaahTenneh,2406388665,"Whatever , it is what it is"
4510,39.303957,-76.6672668,Wed Apr 29 04:26:40 +0000 2015,Monique___ariel,535430260, dirty ass http://t.co/LiXH2BemsC
4511,39.358064,-76.570488,Wed Apr 29 04:27:02 +0000 2015,JaahTenneh,2406388665,I tried to be nice and happy and shit but that ain't work so yeah
4512,39.303957,-76.6672668,Wed Apr 29 04:27:35 +0000 2015,Monique___ariel,535430260,"Can't sleep , wtf "
4513,39.346749,-76.588707,Wed Apr 29 04:27:40 +0000 2015,KAYLALENEE__,186115892,my ring is everything
4514,39.310065,-76.6571655,Wed Apr 29 04:28:23 +0000 2015,vintage_glamm_,703746479,Washing n getting ready for tomorrow
4515,39.310065,-76.6571655,Wed Apr 29 04:29:06 +0000 2015,vintage_glamm_,703746479,Long day ahead of me
4516,39.344708,-76.5895767,Wed Apr 29 04:29:33 +0000 2015,cortneythough,853833018,Bitches be thinking they real live bad with fucked up eyebrows. No sweetheart....
4517,39.314847,-76.6048355,Wed Apr 29 04:29:43 +0000 2015,ed_schrader,248530476,Imagine if America put this much energy into ending the racist system that spawns these problems-instead of lampooning its victims ?
4518,39.310144,-76.6569977,Wed Apr 29 04:29:52 +0000 2015,vintage_glamm_,703746479,16 hour shift tomar 
4519,39.310189,-76.6567383,Wed Apr 29 04:30:21 +0000 2015,vintage_glamm_,703746479,But I needs all my coins
4520,39.338791,-76.6592026,Wed Apr 29 04:30:28 +0000 2015,Iamjae8668,3119767167,Sometimes its best 2b quite n b considered ignorant than 2open ur mouth n remove all doubt
4521,39.301903,-76.6155319,Wed Apr 29 04:30:34 +0000 2015,BaltimoreCP,66179557,Baltimore Mom Of The Year Goes Viral After She Disciplines Rioter Son: A Baltimore mother is making headlines. http://t.co/xKm38DsKuY
4522,39.301903,-76.6155319,Wed Apr 29 04:30:35 +0000 2015,BaltimoreCP,66179557,"State opens human services hotline, accepts donations for Baltimore neighborhoods: The state's Department of Human http://t.co/EjyX0DgkNl"
4523,39.301903,-76.6155319,Wed Apr 29 04:30:35 +0000 2015,BaltimoreCP,66179557,"State opens human services hotline, accepts donations for Baltimore neighborhoods: The state's Department of Human http://t.co/XXo5IkDXK1"
4524,39.301903,-76.6155319,Wed Apr 29 04:30:36 +0000 2015,BaltimoreCP,66179557,"Fire destroys store, home of mother, disabled son: Damage caused by looters and a fire on a day when unrest led to http://t.co/KWu3uybYTQ"
4525,39.309831,-76.6571732,Wed Apr 29 04:31:47 +0000 2015,vintage_glamm_,703746479,"@TrUeAmOm: @vintage_glamm_ go to bed""""yes Ty im really bout to ima be sooo sleepy lol.. we both got a long day "
4526,39.358053,-76.5705109,Wed Apr 29 04:33:11 +0000 2015,JaahTenneh,2406388665,Giving her her space is gonna be the hardest thing to do 
4527,39.358072,-76.5704727,Wed Apr 29 04:34:15 +0000 2015,JaahTenneh,2406388665,Everybody stop tweeting me
4528,39.358132,-76.5705948,Wed Apr 29 04:34:39 +0000 2015,JaahTenneh,2406388665,@JaahTenneh: Giving her her space is gonna be the hardest thing to do 
4529,39.2903,-76.6125031,Wed Apr 29 04:35:16 +0000 2015,MistaChubbz,48220897,Somebody tag the #FOOL that made this #fake a$$ #video!!! #toosoon #mybrother #waytoosoo #brah! #SMH https://t.co/KHyo5l4dl3
4530,39.357928,-76.5703659,Wed Apr 29 04:35:52 +0000 2015,JaahTenneh,2406388665,Giving her her space is gonna be the hardest thing to do 
4531,39.303438,-76.6170883,Wed Apr 29 04:35:58 +0000 2015,jaspersss_,104314644,Awhh I know him 
4532,39.357928,-76.5703659,Wed Apr 29 04:36:09 +0000 2015,JaahTenneh,2406388665,Whatever makes her happy I guess 
4533,39.358201,-76.5705032,Wed Apr 29 04:36:36 +0000 2015,JaahTenneh,2406388665,Maybe I'm trying to hard 
4534,39.35794,-76.5704041,Wed Apr 29 04:36:53 +0000 2015,JaahTenneh,2406388665,I should go to sleep
4535,39.2903,-76.6125031,Wed Apr 29 04:37:18 +0000 2015,MistaChubbz,48220897,Somebody tag the #FOOL that made this #fake a$$ #video!!! #toosoon #mybrother #waytoosoon #brah! #SMH https://t.co/KHyo5l4dl3
4536,39.314929,-76.6048813,Wed Apr 29 04:37:33 +0000 2015,ed_schrader,248530476,Is there a filter that blocks Ignorant privileged  assholes  sitting 1000 miles away on a sofa ?
4537,39.345456,-76.6238861,Wed Apr 29 04:37:34 +0000 2015,CianaCreighton,392417660,"He (God) binds, determines, sustains, covers, provides and strengthens. What a timely word http://t.co/r8t1zjFzHs"
4538,39.357852,-76.5699539,Wed Apr 29 04:37:49 +0000 2015,JaahTenneh,2406388665,"Yeah I'm trying to hard , care too much . On that note"
4539,39.357982,-76.5704041,Wed Apr 29 04:37:57 +0000 2015,JaahTenneh,2406388665,Goodnight Twitter
4540,39.313286,-76.6650467,Wed Apr 29 04:40:35 +0000 2015,BigGucciMason_,403845489,"Fuck the major , that bitch a clown "
4541,39.306173,-76.6388168,Wed Apr 29 04:41:02 +0000 2015,CELIAMENDOZA25,149504801,#policelines #Baltimore #Maryland #voa #photojournalism #riots #coverage @ Pennsylvania Avenue Main https://t.co/hnNvKjv2fx
4542,39.290385,-76.6121902,Wed Apr 29 04:41:38 +0000 2015,navizeapp,2957633390,Signs of Unrest as Baltimore Enforces Curfew http://t.co/cDHpUNeDCy #NationalGuard http://t.co/tWd4b3gDH8
4543,39.303953,-76.6170654,Wed Apr 29 04:42:09 +0000 2015,jaspersss_,104314644,I laugh at this every time  https://t.co/8HkZo84irD
4544,39.314929,-76.6048813,Wed Apr 29 04:42:15 +0000 2015,ed_schrader,248530476,@certaintragedy (:
4545,39.347717,-76.6701813,Wed Apr 29 04:42:21 +0000 2015,KattStakks,139865840,Instagram dry as the streets of Baltimore 
4546,39.306173,-76.6388168,Wed Apr 29 04:42:42 +0000 2015,CELIAMENDOZA25,149504801,#policelines #Baltimore #Maryland #photojournalism #voa #riots #coverage @ Pennsylvania Avenue Main https://t.co/Tx7sAVFIFa
4547,39.2903,-76.6125031,Wed Apr 29 04:44:19 +0000 2015,uptownbill,32922451,But burning a CVS is appalling !?!?Throwing a rock at a cop makes you a lawless thug ?!?!? @ https://t.co/4tm5XbcXNU
4548,39.341947,-76.5999832,Wed Apr 29 04:44:27 +0000 2015,Anonseqxist,2699733301,I only regret the typos and (unfounded) assumsuptions I've made on twitter.
4549,39.244547,-76.6290283,Wed Apr 29 04:44:47 +0000 2015,chelM__,2952006359,texting dym
4550,39.291,-76.610733,Wed Apr 29 04:45:21 +0000 2015,CELIAMENDOZA25,149504801,#nationalguard #cityhall #Baltimore #Maryland #riots #coverage #journalist #photojournalism @ https://t.co/tbanNf4Bup
4551,39.313231,-76.6649475,Wed Apr 29 04:45:51 +0000 2015,BigGucciMason_,403845489,@ooolala__: back hurt
4552,39.313231,-76.6649475,Wed Apr 29 04:46:22 +0000 2015,BigGucciMason_,403845489,My whole body sore 
4553,39.244555,-76.6289291,Wed Apr 29 04:49:02 +0000 2015,chelM__,2952006359,i don't really take disrespect so lightly.. you can be mad just behave
4554,39.307546,-76.649025,Wed Apr 29 04:49:40 +0000 2015,_BOSSEDUPT,2778528334,Why me &amp; my guy couldn't be older  I swear we a be making then trips!!
4555,39.317057,-76.6065063,Wed Apr 29 04:49:41 +0000 2015,realcoreylee,2953705305,@BaltCitySchools school tomorrow or nah ?
4556,39.274381,-76.6135178,Wed Apr 29 04:49:44 +0000 2015,randihren,1170211482,This shit too much 
4557,39.313355,-76.6651154,Wed Apr 29 04:50:12 +0000 2015,BigGucciMason_,403845489,@__d3stiny: I wanna have a bigass sleepover NBS
4558,39.306173,-76.6388168,Wed Apr 29 04:50:55 +0000 2015,CoryLHughes,455052415,"Change starts to manifest when Men of Passion and Purpose Unite, Pray and Take a stand in their https://t.co/UX9DIT2DDP"
4559,39.317036,-76.6060638,Wed Apr 29 04:51:21 +0000 2015,realcoreylee,2953705305,@Caaan_youSee fb
4560,39.304205,-76.6173477,Wed Apr 29 04:52:29 +0000 2015,jaspersss_,104314644,Omg  https://t.co/DInvG1BbWj
4561,39.307756,-76.6490479,Wed Apr 29 04:52:33 +0000 2015,_BOSSEDUPT,2778528334,I'm a lor cold lol. 
4562,39.307753,-76.6489792,Wed Apr 29 04:52:56 +0000 2015,_BOSSEDUPT,2778528334,", ejn "
4563,39.244522,-76.6288223,Wed Apr 29 04:53:42 +0000 2015,chelM__,2952006359,me and dymz being drama
4564,39.274398,-76.6135559,Wed Apr 29 04:54:55 +0000 2015,randihren,1170211482,These nightmares no joke.. Looks like I'm not gettin any sleep tonight 
4565,39.244509,-76.6289291,Wed Apr 29 04:55:05 +0000 2015,chelM__,2952006359,stomach really killing me
4566,39.324367,-76.5893555,Wed Apr 29 04:55:32 +0000 2015,eatASIAn_food,2956269363,"Idont think he gets it , really need to change my number yo  http://t.co/5RcChZvQ7e"
4567,39.244497,-76.6289291,Wed Apr 29 04:56:19 +0000 2015,chelM__,2952006359,@2300_roddy: All that fake cruddy shit don't get you know where 
4568,39.303002,-76.61689,Wed Apr 29 04:56:43 +0000 2015,jaspersss_,104314644,Basically  https://t.co/v8mRd6TStm
4569,39.324298,-76.589386,Wed Apr 29 04:58:30 +0000 2015,eatASIAn_food,2956269363,I really regret giving certain niggas my number and the time of day  .... Clown ass annoying ass niggas man !!!!
4570,39.324374,-76.5894318,Wed Apr 29 04:59:24 +0000 2015,eatASIAn_food,2956269363,"I just want my man , that's all MY MAN "
4571,39.335378,-76.6755371,Wed Apr 29 04:59:26 +0000 2015,Dragon_Man_Inc,527982589,It's Woman Crush Wednesday with issykisses #wcw #curvy #thickness #latina #bigbreasted #latinbeauty https://t.co/hbu6Gkcjuo
4572,39.244586,-76.6288376,Wed Apr 29 05:01:22 +0000 2015,chelM__,2952006359,my stomach getting the best of me rn
4573,39.285467,-76.6173477,Wed Apr 29 05:01:54 +0000 2015,Complex_News,240766579,10 people arrested tonight. Huge difference from the over 200 arrests last night. #Baltimore
4574,39.248701,-76.6208115,Wed Apr 29 05:02:17 +0000 2015,_prettyLips,2217546195,gn im tired
4575,39.301903,-76.6155319,Wed Apr 29 05:03:11 +0000 2015,BaltimoreCP,66179557,"Under guard, Baltimore cleans up and looks ahead: Tensions remained high in Baltimore Tuesday as crowds again http://t.co/lnBowoj08i"
4576,39.301903,-76.6155319,Wed Apr 29 05:03:11 +0000 2015,BaltimoreCP,66179557,"Baltimore Police: 'Curfew is working': Ten people were arrested Tuesday in Baltimore, showing a dramatic drop in http://t.co/J1jnGMeMqA"
4577,39.313152,-76.6648712,Wed Apr 29 05:05:24 +0000 2015,BigGucciMason_,403845489,"Bitches love this Twitter shit yo , &amp; they nothing without it "
4578,39.309805,-76.6568832,Wed Apr 29 05:08:25 +0000 2015,vintage_glamm_,703746479,I may come off hard up but my feelings really soft as shit
4579,39.244783,-76.6288071,Wed Apr 29 05:08:56 +0000 2015,chelM__,2952006359,@MapQUEST_ @LetsGetN yall need to be together again
4580,39.321821,-76.5902634,Wed Apr 29 05:09:06 +0000 2015,thatshortleo,479047253,I need to know if school really closed so I can sleep
4581,39.309805,-76.6568832,Wed Apr 29 05:09:26 +0000 2015,vintage_glamm_,703746479,Everytime I think Im onto somethin I swear
4582,39.310284,-76.6427383,Wed Apr 29 05:09:38 +0000 2015,CoryLHughes,455052415,Men!!!! We must continue to stand in the gap for the next generation #IWillLead #Standup @ CVS Pharmacy https://t.co/shi3VnfKrM
4583,39.321828,-76.5902634,Wed Apr 29 05:09:43 +0000 2015,thatshortleo,479047253,@thatshortleo #baltimorecitypublicschools
4584,39.309996,-76.6569214,Wed Apr 29 05:09:49 +0000 2015,vintage_glamm_,703746479,Im just goin go to sleep ion feel like bein sad
4585,39.276438,-76.5334854,Wed Apr 29 05:10:27 +0000 2015,Miami_BIOTCH,1649619763,kind of just woke up 
4586,39.317125,-76.6064224,Wed Apr 29 05:10:29 +0000 2015,realcoreylee,2953705305,Lucky ass city high school kids man y'all don't have school but us county college kids do ..
4587,39.24469,-76.6287155,Wed Apr 29 05:10:33 +0000 2015,chelM__,2952006359,@MapQUEST_ @LetsGetN I know but yall not leaving and eachother and im not letting yall
4588,39.315894,-76.5952148,Wed Apr 29 05:12:27 +0000 2015,Alex_Crudball,3120511785,I love my city #Baltimore
4589,39.307326,-76.611763,Wed Apr 29 05:12:31 +0000 2015,BostonSpin,26319520,"Sarah Voss @atomiccanary #Baltimore March, 2015. Phtography by #constantine with tinyvoss #BW https://t.co/IDepyS0ckR"
4590,39.313209,-76.6650238,Wed Apr 29 05:12:53 +0000 2015,BigGucciMason_,403845489,Baltimore don't even feel the same nomore 
4591,39.30332,-76.6169281,Wed Apr 29 05:13:56 +0000 2015,jaspersss_,104314644,Awhhhh  https://t.co/mJygtDLSvp
4592,39.24494,-76.6282959,Wed Apr 29 05:15:52 +0000 2015,chelM__,2952006359,@took_yahBITCH: When soon as it start it stop 
4593,39.315894,-76.5952148,Wed Apr 29 05:15:54 +0000 2015,Alex_Crudball,3120511785,@WeAllSHAY_it fb
4594,39.315894,-76.5952148,Wed Apr 29 05:19:06 +0000 2015,Alex_Crudball,3120511785,rey go to sleep but I'm not sleep tho
4595,39.313352,-76.6649704,Wed Apr 29 05:19:07 +0000 2015,BigGucciMason_,403845489,Who selling some 990s ? I can't even get them from the mall now 
4596,39.321818,-76.5902557,Wed Apr 29 05:19:20 +0000 2015,thatshortleo,479047253,@Rosaalbae fb 
4597,39.321829,-76.5902634,Wed Apr 29 05:20:03 +0000 2015,thatshortleo,479047253,@woahjerissa fb
4598,39.315894,-76.5952148,Wed Apr 29 05:21:58 +0000 2015,Alex_Crudball,3120511785,Sike
4599,39.291,-76.610733,Wed Apr 29 05:22:37 +0000 2015,TEAM_AONE,429130351,thestokeyproject with founder of the @hiphopcaucus Rev. #Lennoxyearwood live with @donlemon tonight https://t.co/86R7WT6MeQ
4600,39.315894,-76.5952148,Wed Apr 29 05:22:50 +0000 2015,Alex_Crudball,3120511785,Love &amp; First Sight 
4601,39.291,-76.610733,Wed Apr 29 05:22:57 +0000 2015,TEAM_AONE,429130351,#AustinMusicGroup artist @iamyounggoldie and @donlemon live interview on CNN tonight !!! https://t.co/apGTzVZa01
4602,39.359473,-76.6060486,Wed Apr 29 05:23:08 +0000 2015,__lorkev,2861167635,I can't never sleep because jade Twitter 
4603,39.359473,-76.6060486,Wed Apr 29 05:23:13 +0000 2015,__lorkev,2861167635,@__lorkev @__jaegotti
4604,39.290992,-76.6094437,Wed Apr 29 05:23:15 +0000 2015,karentravers,48038024,"Last night at this time, we heard constant sirens blaring from fire trucks &amp; police vehicles. Tonight downtown #Baltimore is empty @ABC"
4605,39.291,-76.610733,Wed Apr 29 05:23:21 +0000 2015,TEAM_AONE,429130351,thestokeyproject My brother. A true blessing for #Baltimore we out here RIGHT NOW @ City Hall! https://t.co/eE9T7tGTLX
4606,39.359473,-76.6060486,Wed Apr 29 05:23:22 +0000 2015,__lorkev,2861167635,I'm up now 
4607,39.313297,-76.664978,Wed Apr 29 05:23:25 +0000 2015,BigGucciMason_,403845489,Man DM if you got some shit to sell serious inquirers only 
4608,39.291,-76.610733,Wed Apr 29 05:23:42 +0000 2015,TEAM_AONE,429130351,Here with the founder of the @hiphopcaucas --- Rev.  #LennoxYearwoodJr. Awaiting a #CNN interview! https://t.co/jrc8D7nOb1
4609,39.371394,-76.5659103,Wed Apr 29 05:23:45 +0000 2015,Juice_Hefner,426327379,Questioning a lot of shit right now man
4610,39.323501,-76.5885468,Wed Apr 29 05:24:44 +0000 2015,eatASIAn_food,2956269363,"@AssOnFleek: After you go down on her VS after you go down on me.  http://t.co/heSoRTljgk"""""
4611,39.315894,-76.5952148,Wed Apr 29 05:25:11 +0000 2015,Alex_Crudball,3120511785,Oomf always up latego to sleep
4612,39.313242,-76.6650848,Wed Apr 29 05:25:55 +0000 2015,BigGucciMason_,403845489,@__CPR yea rd I'm dead serious I can't even buy shit cause niggas wanna be stealing from my mall 
4613,39.315894,-76.5952148,Wed Apr 29 05:27:14 +0000 2015,Alex_Crudball,3120511785,This black got my head heavy
4614,39.315894,-76.5952148,Wed Apr 29 05:27:52 +0000 2015,Alex_Crudball,3120511785,@WeAllSHAY_it how we erky
4615,39.313274,-76.6650543,Wed Apr 29 05:28:10 +0000 2015,BigGucciMason_,403845489,@__CPR: @BigGucciMason_ shit serious I'm looking for the shoes too we in the same boat then 
4616,39.316978,-76.6064606,Wed Apr 29 05:29:20 +0000 2015,realcoreylee,2953705305,Welpits Wednesday which means 2 more days till Friday
4617,39.2903,-76.6125031,Wed Apr 29 05:29:50 +0000 2015,_twopants_,345388007,"I'm in #Baltimore. #BALTIMOREisRISING #baltimoreuprising #ACAB #ftp @ Baltimore, Maryland https://t.co/pUR46hKbIa"
4618,39.302965,-76.5812302,Wed Apr 29 05:30:08 +0000 2015,123_rell,1733657606,Bitches just dumb !
4619,39.2903,-76.6125031,Wed Apr 29 05:30:11 +0000 2015,_twopants_,345388007,Right after I got teargassed for the third time tonight.  Gonna sleep that poison off now. #Baltimore https://t.co/c3qg3ploEv
4620,39.244507,-76.6289291,Wed Apr 29 05:31:42 +0000 2015,chelM__,2952006359,she gets her way
4621,39.244687,-76.6287613,Wed Apr 29 05:32:55 +0000 2015,chelM__,2952006359,"@___queeenM: think it's time for me to get off here, something might slip"
4622,39.315894,-76.5952148,Wed Apr 29 05:33:02 +0000 2015,Alex_Crudball,3120511785,Watching the news
4623,39.277717,-76.5671844,Wed Apr 29 05:33:02 +0000 2015,irodpurp,2772004594, For Early Bird and VIP tickets visit .. http://t.co/AQRA262UiF @ #TheRoadToSpringJam https://t.co/4s9IVNUH0k
4624,39.313217,-76.6649704,Wed Apr 29 05:33:06 +0000 2015,BigGucciMason_,403845489,@__CPR already you let me know too 
4625,39.302974,-76.5810318,Wed Apr 29 05:33:10 +0000 2015,123_rell,1733657606,No school !
4626,39.359266,-76.6058731,Wed Apr 29 05:33:47 +0000 2015,__lorkev,2861167635,@__jaegotti all day long 
4627,39.244844,-76.6283035,Wed Apr 29 05:33:53 +0000 2015,chelM__,2952006359,@___queeenM text me
4628,39.315894,-76.5952148,Wed Apr 29 05:34:32 +0000 2015,Alex_Crudball,3120511785,The mayor cute fr 
4629,39.313296,-76.6649857,Wed Apr 29 05:35:11 +0000 2015,BigGucciMason_,403845489,@theinfamousdee_ Ayo whatchu know about that 
4630,39.302926,-76.5813522,Wed Apr 29 05:35:11 +0000 2015,123_rell,1733657606,"when  you got girlfriend  but your number aint save  """""
4631,39.272923,-76.6121216,Wed Apr 29 05:35:49 +0000 2015,randihren,1170211482,"People like you sir, make me sick "
4632,39.315894,-76.5952148,Wed Apr 29 05:36:43 +0000 2015,Alex_Crudball,3120511785,Look like she get high I'm not going lie
4633,39.313231,-76.6650238,Wed Apr 29 05:37:37 +0000 2015,BigGucciMason_,403845489,@theinfamousdee_ yea ok I'm not playing with you 
4634,39.277714,-76.5672913,Wed Apr 29 05:38:05 +0000 2015,irodpurp,2772004594,"This is currently happening in the Bay Area of California!!!! """"Baltimore We Got Your Back""""  The https://t.co/Ir4DPKevWz"
4635,39.272692,-76.6118927,Wed Apr 29 05:38:12 +0000 2015,randihren,1170211482,"If only I could see you one more time, maybe you could help me understand all this #jmm "
4636,39.315894,-76.5952148,Wed Apr 29 05:38:13 +0000 2015,Alex_Crudball,3120511785,I don't follow girls w. Hella followers cause they don't follow back.
4637,39.313293,-76.6650162,Wed Apr 29 05:38:55 +0000 2015,BigGucciMason_,403845489,"When you try tweet like everybody else , your shit ain't get no retweets "
4638,39.34048,-76.5856018,Wed Apr 29 05:39:27 +0000 2015,Nikes_andSpikes,562336228,@Icky_1 even though what ? Lol
4639,39.340553,-76.585556,Wed Apr 29 05:39:36 +0000 2015,Nikes_andSpikes,562336228,@Icky_1 and thanks lol ...
4640,39.31326,-76.665062,Wed Apr 29 05:39:44 +0000 2015,BigGucciMason_,403845489,Ima have to fuck Brandi up
4641,39.315894,-76.5952148,Wed Apr 29 05:40:39 +0000 2015,Alex_Crudball,3120511785,Young moose otm 3  whole album hard
4642,39.309948,-76.6569672,Wed Apr 29 05:41:00 +0000 2015,vintage_glamm_,703746479,Sleepy but I cant sleep
4643,39.359699,-76.5724106,Wed Apr 29 05:41:21 +0000 2015,HotBoy_Gotti,2167487631,Is school closed 
4644,39.315894,-76.5952148,Wed Apr 29 05:41:33 +0000 2015,Alex_Crudball,3120511785,My ex ah Clown
4645,39.290385,-76.6121902,Wed Apr 29 05:41:37 +0000 2015,navizeapp,2957633390,Police regain control of Baltimore http://t.co/olU7BLncqe #Baltimore #Maryland http://t.co/VaIdVuGHQn
4646,39.315894,-76.5952148,Wed Apr 29 05:42:01 +0000 2015,Alex_Crudball,3120511785,I dislike her as sometimes
4647,39.346414,-76.5808487,Wed Apr 29 05:42:25 +0000 2015,Jan20Ninefih,229289153,Thts ji tough cuz the ball was gon go in
4648,39.317019,-76.6065216,Wed Apr 29 05:42:41 +0000 2015,realcoreylee,2953705305,@_loveinjones fb
4649,39.310127,-76.6422348,Wed Apr 29 05:43:02 +0000 2015,natsfert,27481883,"Baltimore residents in a standoff at Penn and North Aves, with other Baltimoreans and media, telling https://t.co/eMgOIBxQHv"
4650,39.361066,-76.5946045,Wed Apr 29 05:43:05 +0000 2015,ModernAfrikan,118251730,@IceyYouTwigguh Aunty I need your number
4651,39.313296,-76.6650696,Wed Apr 29 05:43:30 +0000 2015,BigGucciMason_,403845489,When you over your ppls house &amp; you see mice running track 
4652,39.360925,-76.5945892,Wed Apr 29 05:43:58 +0000 2015,ModernAfrikan,118251730,Got it  https://t.co/6ZZDYQWwCH
4653,39.309968,-76.6569748,Wed Apr 29 05:46:39 +0000 2015,vintage_glamm_,703746479,Ayooo da lil activity part on ig cruddy as shit 
4654,39.309967,-76.6569748,Wed Apr 29 05:47:11 +0000 2015,vintage_glamm_,703746479,I aint know it show u comments too 
4655,39.349131,-76.6165771,Wed Apr 29 05:47:32 +0000 2015,aluminum_DOYLE,877746702,@ecroutt 
4656,39.309954,-76.6569748,Wed Apr 29 05:47:47 +0000 2015,vintage_glamm_,703746479,U niggaz be hella thirsty on da late night I see yall 
4657,39.313257,-76.6650391,Wed Apr 29 05:49:03 +0000 2015,BigGucciMason_,403845489,"When you done having sex , but can't find your underwear "
4658,39.301903,-76.6155319,Wed Apr 29 05:50:04 +0000 2015,BaltimoreCP,66179557,Curfew violators met with tear gas: A line of police behind riot shields hurled tear gas canisters and fired pepper http://t.co/9nSAE9D1aA
4659,39.302931,-76.5813065,Wed Apr 29 05:50:35 +0000 2015,123_rell,1733657606,@Skinny_GoCrazy bro u in baltimore ?
4660,39.313264,-76.6650467,Wed Apr 29 05:50:41 +0000 2015,BigGucciMason_,403845489,@theinfamousdee_ 
4661,39.317137,-76.607048,Wed Apr 29 05:50:56 +0000 2015,realcoreylee,2953705305,When falling asleep but end up falling asleep
4662,39.244217,-76.628685,Wed Apr 29 05:50:58 +0000 2015,chelM__,2952006359,"when he changes his number on you multiple times, but you get it every time"
4663,39.313264,-76.6650467,Wed Apr 29 05:51:00 +0000 2015,BigGucciMason_,403845489,@Yannie____ 
4664,39.313264,-76.6650467,Wed Apr 29 05:51:20 +0000 2015,BigGucciMason_,403845489,@theinfamousdee_ I do not approve
4665,39.317018,-76.6065369,Wed Apr 29 05:51:27 +0000 2015,realcoreylee,2953705305,When you falling asleep but you end up falling asleep
4666,39.302958,-76.5812149,Wed Apr 29 05:52:02 +0000 2015,123_rell,1733657606,When you find out something u never knew   
4667,39.313277,-76.6650009,Wed Apr 29 05:52:54 +0000 2015,BigGucciMason_,403845489,When you only been giving head for 30 seconds &amp; your jaws lock up 
4668,39.313295,-76.6649551,Wed Apr 29 05:53:16 +0000 2015,BigGucciMason_,403845489,@Yannie____ nothing
4669,39.313264,-76.6650314,Wed Apr 29 05:54:27 +0000 2015,BigGucciMason_,403845489,"When she think you taking a break , but you just nutted "
4670,39.302971,-76.5811081,Wed Apr 29 05:55:39 +0000 2015,123_rell,1733657606,  She want it kool ! Finish doing her dirt
4671,39.316962,-76.6065063,Wed Apr 29 05:56:03 +0000 2015,realcoreylee,2953705305,Gone
4672,39.341865,-76.5940018,Wed Apr 29 05:56:31 +0000 2015,Mani_PaquiLOUD,99380713,Out
4673,39.283397,-76.6222687,Wed Apr 29 05:57:06 +0000 2015,CamdenSRH,752104622,#Orioles MLB game without crowd also without precedent http://t.co/i4VfEdWrp9 #SportsRoadhouse
4674,39.283397,-76.6222687,Wed Apr 29 05:57:07 +0000 2015,CamdenSRH,752104622,"#Orioles White Sox, O's return to diamond in Baltimore http://t.co/5QvlZOyr4D #SportsRoadhouse"
4675,39.359188,-76.6059189,Wed Apr 29 05:58:48 +0000 2015,__lorkev,2861167635,@Girlthats_davon: When You Realize You Watched Just About Every Porn On Pornhub 
4676,39.313032,-76.6651917,Wed Apr 29 05:59:27 +0000 2015,BigGucciMason_,403845489,When you rey bust while you fucking her raw &amp; she wrap her legs around you 
4677,39.303889,-76.6427765,Wed Apr 29 05:59:51 +0000 2015,ankopsu,18146320,"On the front lines #BaltimoreRiots @ Sandtown-Winchester, Baltimore https://t.co/ZBayDp14Cj"
